n_threads;time(s);mPow_size
16;0.001556;10
16;0.00154;10
16;0.001416;10
16;0.001607;10
16;0.001554;10
32;0.001538;10
32;0.001728;10
32;0.001486;10
32;0.001695;10
32;0.001423;10
64;0.0015;10
64;0.001774;10
64;0.001881;10
64;0.001649;10
64;0.001779;10
96;0.001873;10
96;0.001697;10
96;0.001954;10
96;0.001709;10
96;0.00218;10
1;0.024919;11
1;0.024834;11
1;0.024874;11
1;0.024892;11
1;0.02486;11
2;0.012849;11
2;0.012804;11
2;0.012725;11
2;0.012692;11
2;0.012678;11
4;0.006682;11
4;0.006683;11
4;0.006693;11
4;0.006689;11
4;0.006682;11
8;0.005756;11
8;0.005862;11
8;0.006567;11
8;0.005768;11
8;0.005773;11
16;0.005862;11
16;0.006309;11
16;0.00647;11
16;0.006022;11
16;0.006469;11
32;0.005802;11
32;0.005879;11
32;0.005911;11
32;0.005806;11
32;0.005937;11
64;0.005675;11
64;0.005686;11
64;0.005929;11
64;0.005943;11
64;0.005876;11
96;0.006046;11
96;0.005937;11
96;0.006217;11
96;0.005895;11
96;0.005994;11
1;0.099896;12
1;0.100075;12
1;0.100142;12
1;0.100742;12
1;0.100568;12
2;0.051115;12
2;0.051112;12
2;0.051236;12
2;0.051197;12
2;0.051093;12
4;0.02698;12
4;0.027016;12
4;0.027046;12
4;0.026964;12
4;0.026995;12
8;0.023869;12
8;0.030444;12
8;0.023156;12
8;0.023687;12
8;0.028394;12
16;0.023698;12
16;0.025121;12
16;0.024269;12
16;0.023683;12
16;0.024262;12
32;0.023742;12
32;0.024576;12
32;0.024681;12
32;0.024365;12
32;0.024421;12
64;0.02373;12
64;0.023769;12
64;0.023903;12
64;0.02412;12
64;0.024178;12
96;0.02384;12
96;0.024639;12
96;0.024954;12
96;0.024346;12
96;0.024719;12
