n_threads;time(s);mPow_size
96;7.0801e-05;7
1;0.000535849;8
1;0.000950176;8
1;0.000533016;8
1;0.000730745;8
1;0.000716144;8
2;0.000444872;8
2;0.000635991;8
2;0.000425227;8
2;0.000424916;8
2;0.000702422;8
4;0.000335967;8
4;0.000360355;8
4;0.000342384;8
4;0.000864668;8
4;0.000476466;8
8;0.000251602;8
8;0.000439955;8
8;0.000254486;8
8;0.000247629;8
8;0.000241911;8
16;0.000181051;8
16;0.000184624;8
16;0.000177924;8
16;0.000188662;8
16;0.000187125;8
32;0.000254547;8
32;0.000234811;8
32;0.000262754;8
32;0.000244135;8
32;0.000253949;8
64;0.000170002;8
64;0.00016327;8
64;0.000165576;8
64;0.000159455;8
64;0.000166181;8
96;0.0094774;8
96;0.00305593;8
96;0.000161203;8
96;0.000149585;8
96;0.000141548;8
1;0.00205505;9
1;0.00259206;9
1;0.00215498;9
1;0.00205572;9
1;0.00257931;9
2;0.00174718;9
2;0.00197629;9
2;0.00175165;9
2;0.00183494;9
2;0.00195185;9
4;0.00117314;9
4;0.00172832;9
4;0.0013605;9
4;0.00130454;9
4;0.00184541;9
8;0.000748074;9
8;0.000755867;9
8;0.000755958;9
8;0.000752969;9
8;0.000758303;9
16;0.000480551;9
16;0.000484673;9
16;0.000485318;9
16;0.000481755;9
16;0.00048296;9
32;0.000347314;9
32;0.000350947;9
32;0.000342777;9
32;0.000351468;9
32;0.000343606;9
64;0.000496581;9
64;0.000484385;9
64;0.00049974;9
64;0.000502929;9
64;0.000488395;9
96;0.00505692;9
96;0.000525383;9
96;0.000493303;9
96;0.000476602;9
96;0.000471693;9
1;0.00847244;10
1;0.00848201;10
1;0.00848262;10
1;0.00848435;10
1;0.0084854;10
2;0.00682799;10
2;0.00681993;10
2;0.00682346;10
2;0.00676976;10
2;0.00683465;10
4;0.0044752;10
4;0.00447166;10
4;0.00447796;10
4;0.00445485;10
4;0.00445877;10
8;0.00280106;10
8;0.00278122;10
8;0.00277084;10
8;0.00277665;10
8;0.00276772;10
16;0.00172951;10
16;0.00172361;10
16;0.00171841;10
16;0.00172184;10
16;0.00171357;10
32;0.00105926;10
32;0.00104624;10
32;0.00104309;10
32;0.00130363;10
32;0.00105334;10
64;0.000776555;10
64;0.00113353;10
64;0.000750428;10
64;0.000822058;10
64;0.000753393;10
96;0.0093261;10
96;0.0052387;10
96;0.00231283;10
96;0.00117195;10
96;0.00121966;10
1;0.0367335;11
1;0.0358491;11
1;0.0355588;11
1;0.0358953;11
1;0.0354605;11
2;0.0281352;11
2;0.0279834;11
2;0.0277862;11
2;0.0278388;11
2;0.0278082;11
4;0.0178748;11
4;0.0180125;11
4;0.0180115;11
4;0.0180744;11
4;0.018055;11
8;0.011003;11
8;0.0111189;11
8;0.0116026;11
8;0.0112385;11
8;0.0112031;11
16;0.00674271;11
16;0.00741864;11
16;0.00748154;11
16;0.00716381;11
16;0.0071293;11
32;0.00379793;11
32;0.00460387;11
32;0.00416507;11
32;0.00418084;11
32;0.00440018;11
64;0.00224708;11
64;0.00287547;11
64;0.00277321;11
64;0.00256032;11
64;0.00267424;11
96;0.00543496;11
96;0.00572266;11
96;0.00550378;11
96;0.00531558;11
96;0.00528981;11
1;0.178182;12
1;0.171736;12
1;0.171791;12
1;0.171602;12
1;0.171698;12
2;0.137484;12
2;0.134331;12
2;0.134116;12
2;0.132654;12
2;0.133941;12
4;0.08136;12
4;0.0801702;12
4;0.0799033;12
4;0.0798294;12
4;0.0799392;12
8;0.0495123;12
8;0.0453356;12
8;0.0454381;12
8;0.0456314;12
8;0.045644;12
16;0.0264509;12
16;0.0263917;12
16;0.0263807;12
16;0.0269509;12
16;0.0263223;12
32;0.0159473;12
32;0.0160079;12
32;0.0164511;12
32;0.0165091;12
32;0.0160587;12
64;0.00940212;12
64;0.00925992;12
64;0.00920939;12
64;0.00932224;12
64;0.00951427;12
96;0.00958267;12
96;0.00898164;12
96;0.00747037;12
96;0.00757319;12
96;0.00736056;12
